Sentence_ID,Token,Lemma,Tag
52,lokalitu,lokalita,NNFS4-----A----
52,druhýkrát,druhýkrát,Cv-------------
52,.,.,Z:-------------
53,Dozvedeli,dozvedieť,VpXP---XR-AA---
53,sme,byť,VB-P---1P-AA---
53,sa,sa_^(zvr._zámeno;_častica),P7-X4----------
53,o,o-1,RR--6----------
53,piatich,päť`5,Cn-S6----------
53,zatopených,zatopený_^(*3iť),AAFP6----1A----
53,dedinách,dedina,NNFP6-----A----
53,",",",",Z:-------------
53,ktoré,ktorý,P4FP1----------
53,zmizli,zmiznúť,VpXP---XR-AA---
53,pod,pod-1,RR--7----------
53,vodou,voda,NNFS7-----A----
53,v,v-1,RR--6----------
53,päťdesiatych,päťdesiaty,CrXP6----------
53,rokoch,rok,NNIP6-----A----
53,minulého,minulý,AANS2----1A----
53,storočia,storočie,NNNS2-----A----
53,.,.,Z:-------------
54,Priehrada,priehrada,NNFS1-----A----
54,nás,ja,PP-P4--1-------
54,fascinovala,fascinovať,VpFS---XR-AA---
54,tridsiatimi,tridsať`30,Cn-S7----------
54,ôsmimi,osem`8,Cn-S7----------
54,metrami,metro_^(podzemná_železnica),NNNP7-----A----
54,hĺbky,hĺbka,NNFS2-----A----
54,pri,pri-1,RR--6----------
54,priehradnom,priehradný,AAIS6----1A----
54,múre,múr_^(stena),NNIS6-----A----
54,.,.,Z:-------------
55,Oravským,Oravský,AAIS7----1A----
55,hradom,hrad,NNIS7-----A----
55,nás,ja,PP-P4--1-------
55,previedla,previesť,VpFS---XR-AA---
55,sympatická,sympatický,AAFS1----1A----
55,sprievodkyňa,sprievodkyňa_^(*4ca),NNFS1-----A----
55,.,.,Z:-------------
56,Svoj,svoj_^(privlast.),P8IS4----------
56,výklad,výklad,NNIS4-----A----
56,o,o-1,RR--6----------
56,dávnej,dávny,AAFS6----1A----
56,minulosti,minulosť_^(*3ý),NNFS6-----A----
56,doplnila,doplniť,VpFS---XR-AA---
56,aj,aj,J^-------------
56,fiktívnymi,fiktívny,AAIP7----1A----
56,príbehmi,príbeh,NNIP7-----A----
56,.,.,Z:-------------
57,Na,na-1,RR--6----------
57,hrade,hrad,NNIS6-----A----
57,sa,sa_^(zvr._zámeno;_častica),P7-X4----------
57,niekoľkokrát,niekoľkokrát,Co-------------
57,usadili,usadiť,VpXP---XR-AA---
57,filmári,filmár,NNMP1-----A----
57,.,.,Z:-------------
58,Počas,počas,RR--2----------
58,prehliadky,prehliadka,NNFS2-----A----
58,sme,byť,VB-P---1P-AA---
58,zdolali,zdolať,VpXP---XR-AA---
58,šesťstošesťdesiattri,šesťstošesťdesiattri,X@-------------
58,schodov,schod,NNIP2-----A----
58,.,.,Z:-------------
59,Po,po-1,RR--6----------
59,takomto,takýto,PDIS6----------
59,tréningu,tréning,NNIS6-----A----
59,by,byť,Vc-------------
59,sme,byť,VB-P---1P-AA---
59,mohli,môcť_^(mať_možnosť_[niečo_robiť]),VpXP---XR-AA---
59,ísť,ísť,Vf--------A----
59,aj,aj,J^-------------
59,na,na-1,RR--4----------
59,olympiádu,olympiáda,NNFS4-----A----
59,.,.,Z:-------------
60,Zážitky,zážitok,NNIP4-----A----
60,sme,byť,VB-P---1P-AA---
60,zapísali,zapísať,VpXP---XR-AA---
60,do,do-1,RR--2----------
60,denníkov,denník,NNIP2-----A----
60,.,.,Z:-------------
61,Domov,"domov-1_^(vlasť;_miesto,_kde_sme_doma)",NNIS4-----A----
61,sme,byť,VB-P---1P-AA---
61,sa,sa_^(zvr._zámeno;_častica),P7-X4----------
61,vrátili,vrátiť,VpXP---XR-AA---
61,spokojní,spokojný,AAMP1----1A----
61,.,.,Z:-------------
62,Potulky,potulka,NNFP1-----A----
62,prírodou,príroda,NNFS7-----A----
62,často,často_^(*1ý),Dg-------1A----
62,využívajú,využívať,VB-P---3P-AA---
62,psíčkari,psíčkari,X@-------------
62,a,a-1,J^-------------
62,ich,jeho_^(privlast.),PSXXXXP3-------
62,malé,malý,AAIP4----1A----
62,či,či,J^-------------
62,veľké,veľký,AAIP4----1A----
62,psy,pes_^(domáce_zviera),NNIP4-----A----
62,.,.,Z:-------------
63,Pánmi,pán,NNMP7-----A----
63,vzduchu,vzduch,NNIS2-----A----
63,sú,byť,VB-P---3P-AA---
63,orly,orol,NNIP1-----A----
63,",",",",Z:-------------
63,jastraby,jastrab,NNIP1-----A----
63,alebo,alebo,J^-------------
63,sokoly,sokol,NNIP1-----A----
63,.,.,Z:-------------
64,O,o-1,RR--6----------
64,medveďovi,medveď,NNMS6-----A----
64,však,však,J^-------------
64,sníva,snívať,VB-S---3P-AA---
64,asi,asi,TT-------------
64,málokto,málokto,PZM-1----------
64,.,.,Z:-------------
65,Les,les,NNIS1-----A----
65,a,a-1,J^-------------
65,príroda,príroda,NNFS1-----A----
65,ukrývajú,ukrývať,VB-P---3P-AA---
65,mnohé,mnohý,AAFP4----1A----
65,divy,diva,NNFP4-----A----
65,",",",",Z:-------------
65,ktoré,ktorý,P4FP4----------
65,sme,byť,VB-P---1P-AA---
65,zatiaľ,zatiaľ,Db-------------
65,neobjavili,objaviť,VpXP---XR-NA---
65,.,.,Z:-------------
66,V,v-1,RR--6----------
66,mokradiach,mokraď,NNFP6-----A----
66,s,s-1,RR--7----------
66,bohatým,bohatý,AAIS7----1A----
66,porastom,"porast_,x",NNIS7-----A----
66,vodných,vodný,AAFP2----1A----
66,rastlín,rastlina,NNFP2-----A----
66,žijú,žiť,VB-P---3P-AA---
66,žaby,žaba,NNFP1-----A----
66,",",",",Z:-------------
66,hrochy,hroch,NNIP1-----A----
66,a,a-1,J^-------------
66,krokodíly,krokodíl,NNIP1-----A----
66,.,.,Z:-------------
67,Obyvateľmi,obyvateľ,NNMP7-----A----
67,oceánov,oceán,NNIP2-----A----
67,sú,byť,VB-P---3P-AA---
67,aj,aj,J^-------------
67,veľryby,veľryba,NNFP1-----A----
67,",",",",Z:-------------
67,medúzy,medúza,NNFP1-----A----
67,i,i-1,J^-------------
67,žraloky,žralok,NNIP1-----A----
67,.,.,Z:-------------
68,Losy,los,NNIP1-----A----
68,a,a-1,J^-------------
68,soby,sob,NNIP1-----A----
68,zase,zase,Db-------------
68,obývajú,obývať,VB-P---3P-AA---
68,tundry,tundra,NNFP1-----A----
68,.,.,Z:-------------
69,Veľké,veľký,AAFP1----1A----
69,ťažkosti,ťažkosť_^(*3ý),NNFP1-----A----
69,im,on-1,PPMP3--3-------
69,spôsobuje,spôsobovať,VB-S---3P-AA---
69,hmyz,hmyz,NNIS4-----A----
69,.,.,Z:-------------
70,V,v-1,RR--6----------
70,zoologickej,zoologický,AAFS6----1A----
70,záhrade,záhrada,NNFS6-----A----
70,sme,byť,VB-P---1P-AA---
70,videli,vidieť,VpXP---XR-AA---
70,pštrosy,pštros,NNIP4-----A----
70,",",",",Z:-------------
70,levy,lev,NNIP4-----A----
70,",",",",Z:-------------
70,žirafy,žirafa,NNFP4-----A----
70,",",",",Z:-------------
70,cudzokrajné,cudzokrajný,AAIP1----1A----
70,vtáky,vták,NNIP1-----A----
70,i,i-1,J^-------------
70,zúrivé,zúrivý,AAIP1----1A----
70,psy,pes_^(domáce_zviera),NNIP1-----A----
70,.,.,Z:-------------
71,Pri,pri-1,RR--6----------
71,ohrade,ohrada,NNFS6-----A----
71,zavýjali,zavýjali,X@-------------
71,besní,besniť,VB-S---3P-AA---
71,psi,pes_^(domáce_zviera),NNMP1-----A----
71,a,a-1,J^-------------
71,zúriví,zúrivý,AAMP1----1A----
71,vlci,vlk,NNMP1-----A----
71,.,.,Z:-------------
72,Ráno,ráno_^(začiatok_dňa),NNNS1-----A----
72,sa,sa_^(zvr._zámeno;_častica),P7-X4----------
72,Eskimáci,Eskimák_;E,NNMP1-----A----
72,chystajú,chystať,VB-P---3P-AA---
72,na,na-1,RR--4----------
72,lov,lov_^(poľovačka),NNIS4-----A----
72,mrožov,mrož,NNIP2-----A----
72,.,.,Z:-------------
73,Poľovníci,poľovník,NNMP1-----A----
73,idú,ísť,VB-P---3P-AA---
73,so,s-1,RV--7----------
73,svojimi,svoj_^(privlast.),P8XP7----------
73,psami,pes_^(domáce_zviera),NNMP7-----A----
73,.,.,Z:-------------
74,Títo,tento,PDMP1----------
74,psi,pes_^(domáce_zviera),NNMP1-----A----
74,majú,mať_^(vlastniť),VB-P---3P-AA---
74,často,často_^(*1ý),Dg-------1A----
74,do,do-1,RR--2----------
74,krvi,krv,NNFS2-----A----
74,zodraté,zodrať,VsIP---XX-AP---
74,paprčky,paprčky,X@-------------
74,.,.,Z:-------------
75,Povetrím,povetrie,NNNS7-----A----
75,sa,sa_^(zvr._zámeno;_častica),P7-X4----------
75,ozývajú,ozývať,VB-P---3P-AA---
75,radostné,radostný,AAIP1----1A----
75,výkriky,výkrik,NNIP1-----A----
75,lovcov,lovec,NNMP2-----A----
75,.,.,Z:-------------
76,Umiestňovanie,umiestňovanie_^(*3ť),NNNS1-----A----
76,reklám,reklama,NNFP2-----A----
76,na,na-1,RR--4----------
76,mantinely,mantinel,NNIP4-----A----
76,zimných,zimný,AAIP2----1A----
76,štadiónov,štadión,NNIP2-----A----
76,je,byť,VB-S---3P-AA---
76,dobrým,dobrý,AAIS7----1A----
76,marketingovým,marketingový,AAIS7----1A----
76,ťahom,ťah,NNIS7-----A----
76,.,.,Z:-------------
77,Na,na-1,RR--6----------
77,mantineli,mantinel,NNIS6-----A----
77,vpravo,vpravo,Db-------------
77,dominovalo,dominovať,VpNS---XR-AA---
77,logo,logo,NNNS1-----A----
77,známej,známy,AAFS2----1A----
77,automobilky,automobilka,NNFS2-----A----
77,.,.,Z:-------------
78,V,v-1,RR--6----------
78,decembri,december,NNIS6-----A----
78,na,na-1,RR--6----------
78,svetovom,svetový,AAIS6----1A----
78,šampionáte,šampionát,NNIS6-----A----
78,v,v-1,RR--6----------
78,krasokorčuľovaní,krasokorčuľovanie,NNNS6-----A----
78,malo,mať_^(vlastniť),VpNS---XR-AA---
78,aj,aj,J^-------------
78,Slovensko,Slovensko_;G,NNNS1-----A----
78,v,v-1,RR--6----------
78,medzinárodnej,medzinárodný,AAFS6----1A----
78,skupine,skupina,NNFS6-----A----
78,svojho,svoj_^(privlast.),P8IS2----------
78,zástupcu,zástupca,NNMS2-----A----
78,.,.,Z:-------------
79,Zahraniční,zahraničný,AAMP1----1A----
79,pretekári,pretekár,NNMP1-----A----
79,",",",",Z:-------------
79,tréneri,tréner,NNMP1-----A----
79,aj,aj,J^-------------
79,novinári,novinár,NNMP1-----A----
79,boli,byť,VpXP---XR-AA---
79,ubytovaní,ubytovať,VsMP---XX-AP---
79,v,v-1,RR--6----------
79,novom,nový,AAIS6----1A----
79,hoteli,hotel,NNIS6-----A----
79,.,.,Z:-------------
80,Od,od-1,RR--2----------
80,domova,"domov-1_^(vlasť;_miesto,_kde_sme_doma)",NNIS2-----A----
80,ich,on-1_^(vidím_ich),PPMP4--3-------
80,delili,deliť,VpXP---XR-AA---
80,kilometre,kilometer,NNIP4-----A----
80,.,.,Z:-------------
81,V,v-1,RR--6----------
81,areáli,areál,NNIS6-----A----
81,hotela,hotel,NNIS2-----A----
81,sa,sa_^(zvr._zámeno;_častica),P7-X4----------
81,poskytovali,poskytovať,VpXP---XR-AA---
81,rôzne,rôzny,AAFP1----1A----
81,služby,služba,NNFP1-----A----
81,",",",",Z:-------------
81,ktoré,ktorý,P4FP4----------
81,hostia,hosť_^(návšteva),NNMP1-----A----
81,radi,rád-1_^(s_radosťou),ACMP------A----
81,využívali,využívať,VpXP---XR-AA---
81,.,.,Z:-------------
82,V,v-1,RR--6----------
82,kinosále,kinosála,NNFS6-----A----
82,bol,byť,VpYS---XR-AA---
82,najväčší,veľký,AAIS1----3A----
82,záujem,záujem,NNIS1-----A----
82,o,o-1,RR--4----------
82,trilery,trilery,X@-------------
82,",",",",Z:-------------
82,iné,iný,AAIP1----1A----
82,filmové,filmový,AAIP1----1A----
82,žánre,žáner,NNIP1-----A----
82,sa,sa_^(zvr._zámeno;_častica),P7-X4----------
82,netešili,tešiť,VpXP---XR-NA---
82,veľkej,veľký,AAFS3----1A----
82,obľube,obľuba,NNFS3-----A----
82,.,.,Z:-------------
83,V,v-1,RR--6----------
83,posilňovniach,posilňovňa,NNFP6-----A----
83,sa,sa_^(zvr._zámeno;_častica),P7-X4----------
83,využívali,využívať,VpXP---XR-AA---
83,najmä,najmä,Db-------------
83,stacionárne,stacionárny,AAIP4----1A----
83,bicykle,bicykel,NNIP4-----A----
83,.,.,Z:-------------
84,Luxusnú,luxusný,AAFS4----1A----
84,kaviareň,kaviareň,NNFS4-----A----
84,osvetľovali,osvetľovať,VpXP---XR-AA---
84,moderné,moderný,AAIP4----1A----
84,lustre,luster,NNIP4-----A----
84,a,a-1,J^-------------
84,príjemnú,príjemný,AAFS4----1A----
84,atmosféru,atmosféra,NNFS4-----A----
84,dotvárala,dotvárať,VpFS---XR-AA---
84,tichá,tichý,AAFS1----1A----
84,hudba,hudba,NNFS1-----A----
84,hraná,hraný_^(*2ť),AAFS1----1A----
84,na,na-1,RR--6----------
84,klavíri,"klavír_,x",NNIS6-----A----
84,.,.,Z:-------------
85,V,v-1,RR--6----------
85,závere,záver,NNIS6-----A----
85,pretekov,pretek,NNIP2-----A----
85,bolo,byť,VpNS---XR-AA---
85,stretnutie,stretnutie_^(*4úť),NNNS1-----A----
85,najlepších,dobrý,AAMP2----3A----
85,skokanov,skokan,NNMP2-----A----
85,.,.,Z:-------------
86,Slovenskí,slovenský,AAMP1----1A----
86,krasokorčuliari,krasokorčuliar,NNMP1-----A----
86,medaily,medaila,NNFP4-----A----
86,síce,síce,J^-------------
86,nezískali,získať,VpXP---XR-NA---
86,",",",",Z:-------------
86,no,no,TT-------------
86,nemožno,možno_^(*1ý),Dg-------1N----
86,hovoriť,hovoriť_^(rozprávať),Vf--------A----
86,ani,ani,J^-------------
86,o,o-1,RR--6----------
86,ich,jeho_^(privlast.),PSXXXXP3-------
86,debakli,debakel,NNIS6-----A----
86,.,.,Z:-------------
87,Klíma,klíma,NNFS1-----A----
87,na,na-1,RR--6----------
87,našej,môj_^(privlast.),PSFS6-P1-------
87,Zemi,zem,NNFS6-----A----
87,sa,sa_^(zvr._zámeno;_častica),P7-X4----------
87,neustále,neustále,Db-------------
87,mení,meniť,VB-S---3P-AA---
87,a,a-1,J^-------------
87,vyvíja,vyvíjať,VB-S---3P-AA---
87,.,.,Z:-------------
88,Na,na-1,RR--4----------
88,klimatický,klimatický,AAIS4----1A----
88,systém,systém,NNIS4-----A----
88,vplývajú,vplývať,VB-P---3P-AA---
88,prírodné,prírodný,AAIP1----1A----
88,procesy,proces,NNIP1-----A----
88,a,a-1,J^-------------
88,rôzne,rôzny,AAIP1----1A----
88,faktory,faktor,NNIP1-----A----
88,.,.,Z:-------------
89,V,v-1,RR--6----------
89,posledných,posledný,AANP6----1A----
89,storočiach,storočie,NNNP6-----A----
89,sa,sa_^(zvr._zámeno;_častica),P7-X4----------
89,k,k-1,RR--3----------
89,týmto,tento,PDXP3----------
89,procesom,proces,NNIP3-----A----
89,pridáva,pridávať,VB-S---3P-AA---
89,aj,aj,J^-------------
89,samotný,samotný,AAMS1----1A----
89,človek,človek,NNMS1-----A----
89,svojou,svoj_^(privlast.),P8FS7----------
89,činnosťou,činnosť_^(*3ý),NNFS7-----A----
89,.,.,Z:-------------
90,Zvyšuje,zvyšovať,VB-S---3P-AA---
90,koncentráciu,koncentrácia,NNFS4-----A----
90,radiačne,radiačne_^(*1ý),Dg-------1A----
90,aktívnych,aktívny,AAIP2----1A----
90,plynov,plyn,NNIP2-----A----
90,atmosféry,atmosféra,NNFS2-----A----
90,",",",",Z:-------------
90,a,a-1,J^-------------
90,tým,ten,PDIS7----------
90,prispieva,prispievať,VB-S---3P-AA---
90,k,k-1,RR--3----------
90,zosilňovaniu,zosilňovanie_^(*3ť),NNNS3-----A----
90,skleníkového,skleníkový,AAIS2----1A----
90,efektu,efekt,NNIS2-----A----
90,.,.,Z:-------------
91,Kroniky,kronika,NNFP1-----A----
91,obsahujú,obsahovať,VB-P---3P-AA---
91,záznamy,záznam,NNIP4-----A----
91,o,o-1,RR--6----------
91,mimoriadnych,mimoriadny,AAIP6----1A----
91,javoch,"jav_,x_^([prírodný]_úkaz)",NNIP6-----A----
91,počasia,počasie,NNNS2-----A----
91,a,a-1,J^-------------
91,klímy,klíma,NNFS2-----A----
91,",",",",Z:-------------
91,o,o-1,RR--6----------
91,stave,stav,NNIS6-----A----
91,riek,rieka,NNFP2-----A----
91,a,a-1,J^-------------
91,úrody,úroda,NNFS2-----A----
91,.,.,Z:-------------
92,V,v-1,RR--6----------
92,stredoveku,stredovek,NNIS6-----A----
92,sa,sa_^(zvr._zámeno;_častica),P7-X4----------
92,z,z-1,RR--2----------
92,písomných,písomný,AAIP2----1A----
92,historických,historický,AAIP2----1A----
92,prameňov,prameň,NNIP2-----A----
92,o,o-1,RR--6----------
92,počasí,počasie,NNNS6-----A----
92,dozvieme,dozvedieť,VB-P---1P-AA---
92,iba,iba,TT-------------
92,málo,málo_^(malé_množstvo),Dg-------1A----
92,.,.,Z:-------------
93,Ich,jeho_^(privlast.),PSXXXXP3-------
93,počet,počet,NNIS1-----A----
93,vzrástol,vzrásť,VpYS---XR-AA---
93,až,"až-3_^(až_k_...,_až_dosť)",TT-------------
93,v,v-1,RR--6----------
93,16,16,C=-------------
93,.,.,Z:-------------
93,(,(,Z:-------------
93,šestnástom,šestnásty,CrNS6----------
93,),),Z:-------------
93,storočí,storočie,NNNS6-----A----
93,.,.,Z:-------------
94,Zásluhu,zásluha,NNFS4-----A----
94,na,na-1,RR--6----------
94,tom,ten,PDIS6----------
94,majú,mať_^(vlastniť),VB-P---3P-AA---
94,hlavne,hlavne_^(*1ý),Dg-------1A----
94,mnísi,mních_^(rehoľník),NNMP1-----A----
94,",",",",Z:-------------
94,učitelia,učiteľ,NNMP1-----A----
94,a,a-1,J^-------------
94,mestskí,mestský,AAMP1----1A----
94,kronikári,kronikár,NNMP1-----A----
94,.,.,Z:-------------
95,Na,na-1,RR--6----------
95,niektorých,niektorý,PZXP6----------
95,miestach,miesto-1_^(fyzické_umiestenie),NNNP6-----A----
95,Sahary,Sahara_;G,NNFS2-----A----
95,sa,sa_^(zvr._zámeno;_častica),P7-X4----------
95,zachovali,zachovať,VpXP---XR-AA---
95,jaskynné,jaskynný,AAFP1----1A----
95,maľby,maľba,NNFP1-----A----
95,",",",",Z:-------------
95,na,na-1,RR--6----------
95,ktorých,ktorý,P4XP6----------
95,sú,byť,VB-P---3P-AA---
95,zachytené,zachytiť,VsIP---XX-AP---
95,levy,lev,NNIP1-----A----
95,",",",",Z:-------------
95,slony,slon,NNIP1-----A----
95,",",",",Z:-------------
95,byvoly,byvol,NNIP1-----A----
95,",",",",Z:-------------
95,stromy,strom,NNIP1-----A----
95,a,a-1,J^-------------
95,tráva,tráva,NNFS1-----A----
95,.,.,Z:-------------
96,Od,od-1,RR--2----------
96,17,17,C=-------------
96,.,.,Z:-------------
96,(,(,Z:-------------
96,sedemnásteho,sedemnásty,CrNS2----------
96,),),Z:-------------
96,storočia,storočie,NNNS2-----A----
96,sa,sa_^(zvr._zámeno;_častica),P7-X4----------
96,vo,v-1,RV--6----------
96,svete,svet,NNIS6-----A----
96,začínajú,začínať,VB-P---3P-AA---
96,vykonávať,vykonávať,Vf--------A----
96,plánovité,plánovitý,AANP4----1A----
96,pozorovania,pozorovanie_^(*3ť),NNNP4-----A----
96,pomocou,pomocou,RR--2----------
96,prístrojov,prístroj,NNIP2-----A----
96,.,.,Z:-------------
97,Klimatológovia,klimatológ,NNMP1-----A----
97,dokážu,dokázať,VB-P---3P-AA---
97,v,v-1,RR--6----------
97,súčasnosti,súčasnosť_^(*3ý),NNFS6-----A----
97,odhadnúť,odhadnúť,Vf--------A----
97,možný,možný,AAIS4----1A----
97,vývoj,vývoj,NNIS4-----A----
97,podnebia,podnebie,NNNS2-----A----
97,.,.,Z:-------------
98,Používajú,používať,VB-P---3P-AA---
98,k,k-1,RR--3----------
98,tomu,ten,PDIS3----------
98,počítačové,počítačový,AAIP1----1A----
98,modely,model,NNIP1-----A----
98,klímy,klíma,NNFS2-----A----
98,.,.,Z:-------------
99,Najvýznamnejšie,významný,AANS1----3A----
99,meteorologické,meteorologický,AANS1----1A----
99,observatórium,observatórium,NNNS1-----A----
99,na,na-1,RR--6----------
99,Slovensku,Slovensko_;G,NNNS6-----A----
99,je,byť,VB-S---3P-AA---
99,v,v-1,RR--6----------
99,Hurbanove,Hurbanovo_;G,NNNS6-----A----
99,.,.,Z:-------------
